text;gun-control
"São inúmeros os casos de integrantes dos corpos de segurança (polícia, militares, seguranças) supostamente bem preparados para desempenhar sua função com racionalidade independentemente do estresse da situação, acidentalmente atingem pessoas inocentes em operações. Sendo assim, não enxergo possibilidade de um ""cidadão comum"" possuir uma arma e conseguir agir com plena racionalidade em situações de sequestro, abordagem surpresa, entre outras. Vou além e declaro uma observação que a maioria das pessoas que clamam por essa necessidade de portar uma arma, são geralmente extremamente explosivas em discussões, pondo em cheque o caráter de ""arma para proteção"" e caminhando para uma função de arma para alimentar o meu ego e capacidade de resposta. Salvo alguns casos que a pessoa necessita ter tal porte, mas já é amparado o porte vide necessidade.";against
Todo cidadão deve ter o direito, após regulares exames psicológicos e curso obrigatório para manuseio, a poder utilizar-se de armas de fogo para defende-se de eventuais crimes contra si.;for
Se sem porte de arma já está uma violência do cacete, imagina com porte de arma, ainda mais que no Brasil tem muito maluco... Só olhar os caso dos EUA. ;against
"Qualquer ferramenta feita com o propósito de matar deveria ter o foco das forças governamentais em sua extinção ao invés de sua proliferação para ""equalizar"" poderes entre a população e a criminalidade (quando na verdade só daria mais segurança a quem pudesse arcar com seus custos).";against
Um tema que leva a motivações contraditórias, em um a sociedade ideal, ter ou não uma arma não deveria influenciar na convivência e no cotidiano, no entanto em situações extremas, por mais que pareça razoável que todos tenham o direito a se defender, existe o risco dessas mesmas armas serem usadas contra as vítimas e de forma indevida, em situações em que não há ameaça real a vida, como discussões banais de trânsito;neutral
Facilitar porte de armas não melhora defesa pessoal. Se o assaltante já sabe que a outra pessoa pode estar armada, sua conduta será mais violenta em comparação a uma situação onde ele acha que o cidadão está desarmado. A falsa sensação de que a arma acarreta segurança é perigosa pois deve ser levado em consideração que o manuseio e experiência da vítima é em quase todos os casos inferior. Em uma sociedade violenta como a nossa, a liberação do porte de armas apenas agravaria tal característica.;against
O porte de armas em um primeiro momento para muitas pessoas parece uma boa forma de se proteger, visto que existe um problema grave de segurança pública, no entanto com grandes poderes, vêm grandes responsabilidades. Se hoje existem tantos casos de brigas e agressões por motivos fúteis, tornar porte de arma legal, só aumentaria o poder de destruição.;against
Os bandidos estão cada vez mais ousados e bem armados. A proibição de porte de arma para os cidadãos comuns, de bem, não se justifica. Isso era no tempo em que a violência era muito menor do que é hoje.;for
Não existe problema, desde que se tenha um preparo, requisito e teste psicológico para quem de fato pode portar uma arma de fogo. Preparo deve ser um treinamento para a sua utilização. Requisitos seriam antecedentes criminais, idade e local apropriado para armazenamento dificulta do o acesso de qualquer um. Testes psicológicos, entrevista com pessoas próximas e em local de trabalho.;for
Se não o primeiro, o Brasil é um dos países mais violentos do mundo com mais de 60000 homicídios por ano, mesmo com o porte de armas restrito. Acredito que com a flexibilização do porte de armas, a taxa de homicídios tenderia a crescer e o país ficaria mais violento.;against
O porte de armas de fogo no Brasil não tem um objetivo definido e convincente para ser instituído. Existe muita especulação dizendo que a criminalidade diminuiria, mas também pode ser que ela aumente consideravelmente. Nós não estamos acostumados a possuir armas de fogo e pela forma como a sociedade se comporta em situações mínimas de caos, como os estados/cidades que tiveram greve de policiais, dá uma primeira impressão do quão desastroso pode ser a liberação das armas.;against
Acredito que o cidadão embora livre deve ter responsabilidade pelos seus atos, portanto para que a legalização de armas de fogo no Brasil funcione sem causar prejuízo para a população as leis e a educação do cidadão brasileiro precisariam mudar. Então antes dessa mudança não acredito que o brasileiro tem condições de ter porte de armas.;against
Apesar de ser liberal, não acredito na liberação do porte de armas para a sociedade civil, acho que a maior arma contra violência é uma sociedade bem educada e que consiga prover oportunidades e recursos suficientes para gerar um bem estar coletivo.;against
De que adianta um cidadão possuir porte de arma, se por exemplo, não possuir nem consciência ambiental para separar o resíduo gerado diariamente. Não creio que seja uma solução para diminuir a violência, por mais que houvesse uma fiscalização rígida para quem pudesse ter o porte de arma. Imagino que muitas outras vítimas seriam feitas a partir de motivos fúteis movidos por ódio e raiva.;neutral
O grande problema do porte de armas no Brasil, é o fato de que vivemos em uma cultura de ódio na sociedade, ou seja, mesmo sem a posse de armas legalizada, ainda há muitos casos de homicídios, acredito que com a legalização das armas, esse número somente irá crescer exponencialmente.;against
Acredito que as pessoas não devem ter sua liberdade de possuir uma arma restringida, mas a posse de armas de fogo deve ser regulamentada e não sendo uma maneira banal de consegui-la, a arma deve ser registrada e a pessoa passar por exames que comprovem uma aptidão emocional para possuir a arma.;for
Sou contra porte de armas para cidadãos comuns. Pessoas sem habilidades e sem treinamento adequado de manuseio de armas podem colocar em risco a vida das pessoas e também da própria vida.;against
Acho que nossa população ainda não sabe portar-se como cidadão de bem na sociedade, as pessoas fariam justiça com as próprias mãos. A sociedade tornaria uma sociedade de justiceiros.;against
Todos devem ter o direito de defender a si mesmo e também ao seu patrimônio. Às vezes é necessária uma solução mais rápida do que esperar as autoridades.;for
Minha opinião é baseada em fatos. Vemos cotidianamente tragédias acontecerem com armas de fogo, sejam elas liberadas, como no caso da polícia, ou estejam elas em posse ilegal. Não vejo conexão no binômio arma-proteção, simplesmente porque não existe.;against
O cidadão comum não deve ter o porte de arma, no caso do Brasil isso se tornaria um verdadeiro caos. O que pode transformar a nossa sociedade atual é a educação. A educação é o caminho que leva qualquer sociedade para o progresso, como pode ser vistos nos países que possuem um alto índice de IDH.;against
Acredito que a liberação do porte de armas não seja algo benéfico para a população pois trata-se de algo que requer extrema responsabilidade. Algo que a grande maioria da população não possui. Hoje sem a liberação já há diversos casos de tragédias com armas brancas Com a liberação receio que seria pior ainda.;against
Hoje o estado não possui capacidade de suprir as necessidades da sociedade, o próprio estado deveria ter parcerias nas comunidades para que essas completassem algumas lacunas.;for
Eu acredito que o Estado não protege corretamente o cidadão. Todo cidadão deveria ter o direito de se defender de criminosos. Estes, que por sua vez, possuem total direito de portar armas de fogo. Se um bandido invade minha casa ou ataca minha família na rua, o mínimo que eu deveria poder fazer é me defender.;for
Não sou a favor, pois acredito que nem todo cidadão tem a estrutura emocional necessária para portar armas de fogo. Acredito que o número de fatalidades desmotivadas ou de causa fútil cresceria absurdamente. Para mim, é necessário formação e comprovação de que uma pessoa pode portar uma arma de fogo sem causar mal a inocentes.;against
Acredito que desde que exista legalidade nesse processo com registro de todas as armas em mãos da população em geral o porte de armas poderia ser adotado. Também acredito que educação e conscientização são chaves nesse processo, e como isso é mais difícil de conseguir, avalio que ainda não é uma boa ideia;neutral
A última coisa que você quer é supostamente se defender de bandidos. Você quer uma arma pra afirmar sua voz, pra mostrar pra todo mundo que você é o cara;against
Arma não é sinônimo de segurança pessoal. Usar uma arma requer habilidades específicas e um controle mental bom. A partir do momento em que é impossível garantir o controle mental de todo cidadão comum, legalizar o porte de armas abre janela para uso indevido, aumentando o leque de possíveis fatalidades para situações cotidianas, como conflitos domésticos ou brigas de transito.;against
A liberação do porte de armas sem critérios é absolutamente perigosa - vide Estados Unidos. Acredito que o porte de armas deva ser estritamente controlado, tal como já é.;against
"A liberação do porte de armas gera questões que infelizmente sabemos as respostas: Será que o  cidadão comum, ao receber o porte de armas, irá agir de forma prudente? Será que, em momentos de estresse, o cidadão irá saber se portar adequadamente? Será capaz de agir com ""sangue frio"" em situação de perigo e não reagirá com sangue quente nas situações cotidianas? Será que o porte de arma não retroalimentará o medo do outro que também estiver armado, deixando o cidadão mais suscetível a atacar primeiro? Será que o porte de armas realmente pode resolver a segurança pública ou só levará os delinquentes a escalonarem a violência de seus atos? O Brasil infelizmente é um país com forte culto à violência e à agressividade, e nessa situação atual do país, liberar ao cidadão comum brasileiro o porte de armas, é uma ideia com péssimas consequências.";against
o porte de armas basicamente está legalizado mas não pelo governo e sim pelo crime. se o governo legalizar obviamente não daria um documento para qualquer cidadão, haveria um certo controle.;neutral
Vou dar três motivos, Cientificamente é provado que porte de armas não diminui a criminalidade, as pessoas não tem maturidade para ter uma arma de fogo e o governo não conseguiria fiscalizar/controlar de forma correta e sistemática quem pode e quem não pode ter.;against
Cidadãos deveriam a partir de exames que atestem sua capacidade mental e aulas práticas portar armas caso quisessem. Assim como ocorre hoje com habilitação para dirigir carros, deveria haver a permissão à todos aptos com renovações periódicas e com punição exemplar em caso de uso indevido.;for
O cidadão brasileiro não é educado ou preparado para portar uma arma de fogo... As pessoas não conseguem nem se cumprimentar hoje em dia quanto mais resolver algum problema qualquer.;neutral
Ladrões todos têm armas, do jeito ilegal! As pessoas do bem deveriam ter também para se defender, se sentirem mais seguro. Mas claro antes fazer vários testes para ver se a pessoa é capaz de ter uma arma!;for
A ideia de legalizar o porte de armas para muitos se deve à autodefesa, devido a ineficiência do Estado de proporcioná-los segurança pública. No entanto, pesquisas mostram que a tendência de ocorrer casos de mortes com cidadãos comuns que portam armas é maior do que sem portar armas. Em outras palavras, a legalização do porte de armas não é a solução ideal para a diminuição dos casos de violências nas cidades.;against
Não há prova científica de que a legalização ou proibição do porte de armas diminua os casos de violência. O que acontece, normalmente, é que durante uma alta de crimes, o país troca sua política. Se for liberado, restringe, se for proibido, legaliza. Contudo, os estudos apontam que há uma diminuição (maior para o caso da proibição, mas também acontece com a legalização) assim que acontece a mudança na legislação e depois disso o aumento da taxa de crimes volta acelerar. Contudo, quando não há legalização do porte evita-se acidentes com armas de fogo, atentados a escolas, brigas de transito chegando a um outro nível de tragédia e etc.;against
Acredito que o porte de armas sirva para o cidadão comum se defender. É fato que temos uma taxa alta de violência em nosso país e que a polícia não consegue proteger toda a população. No entanto, acredito que o porte de arma deva ser controlado, o cidadão deve passar por uma avaliação psicologia periódica para possuir e manter o porte.;for
Ao mesmo tempo em que cada pessoa deveria ser livre para ter seu próprio meio de se defender, talvez o Brasil não consiga regulamentar e controlar as armas de maneira segura.;neutral
Atualmente os marginais não têm dúvidas que irão encontrar em suas empreitadas o cidadão 100% desprotegido, em virtude do Estatuto do Desarmamento, eu penso que irá reduzir a ousadia criminal armando a sociedade.;for
O carro atualmente têm condições mais rigorosas para se dirigir que antes (década de 90) quanto a responsabilidade/modo sobre a condução e isso assim gera mortes tanto quanto armas de fogo. Na perspectiva que o bem é considerado uma arma, ele tem regulações/controle e fiscalizações e portanto a arma de fogo deveria ter regulação semelhante, contudo não podemos esquecer a situação de segurança pública do Brasil e a mortalidade com armas de fogo principalmente nas Américas isso faz com que a situação de segurança pública do Brasil possa piorar;neutral
A função primaria de uma arma de fogo é atacar. Além do despreparo, um cidadão comum não deveria ter a opção de portar armas devido as altas chances de acidentes. É sabido que em situações de abordagens surpresas, a vítima pouco pode fazer e os riscos de uma pessoa com porte de armas ser assassinada é maior. Além de estudos e estatísticas que comprovam que a posse e porte de armas de fogo não estão atrelados a qualidade da segurança de um país. São diversos outros fatores que definem o nível de segurança pública. Por fim, um estudo publicado pelo Washington Post relata que para cada morte em consequência de legitima defesa, 34 inocentes foram mortos e 78 suicídios aconteceram.;against
O porte de arma é complicado. É errado dizer que é bom todo mundo portar armas, porque pouco se tem instrução pra isso. Assim como não se deve incentivar o porte de armas. Na minha opinião, deve-se manter do jeito que está. Quem quer, tem. Até porque em muitos casos, é necessário, como casos de fazendeiros que buscam afastar animais silvestres.;neutral
Acredito que se porte de arma traz muito mais benefícios do que malefícios, por que não. Mas acredito que seja um tema que precise de muito cuidado e estudo, legalizar porte de armas não significa que qualquer pessoa pode portar armas, mas pessoas treinadas e muito bem preparadas.;neutral
Apesar de estudos divergirem quanto a eficácia do uso de políticas armamentistas para contenção da violência, no cenário atual do Brasil creio que esse tipo de política não seria efetiva, principalmente devido ao baixo grau de instrução da população média. No meu ponto de vista já temos muitos homicídios por motivações torpes, armar ainda mais uma população sem instrução fará com que o número de homicídios desse tipo também aumentem, fora incentivar reações violentas a crimes como uma espécie de justiça de vingança.;against
Tenho medo do uso indevido em algumas situações. Um curso sério deve ser realizado antes da posse da arma e avaliações constantes e sérias precisariam ser realizadas periodicamente.;against
O porte de armas por cidadãos comuns é um tema que divide tanto a opinião pública quanto estudos científicos. Um dos argumentos centrais da discussão é o aumento, ou redução, dos índices de violência e criminalidade. Ao meu ver, a permissão do porte de armas seria fornecer mais uma ferramenta letal e legalizada.;against
Houve diversos acidentes com armas, seja por um disparo acidental da parte de quem porta, crianças que encontram as armas dos pais, defeito da arma ou pessoas que perdem o controle e acabam usando suas armas em um momento de fúria. Se há casos em que policiais, que são treinados por bastante tempo, passam por situações como essas com suas armas, com cidadãos comuns seria ainda pior.;against
Não está claro que a proibição a arma reduz a violência, já que os mal feitores continuam com acesso a ela. Assim, a população, especialmente a rural, poderia ter acesso e ela de modo fiscalizado, enquanto o acesso ilegal dos infratores deveria ser estrangulado.;neutral
Não acredito que o Brasil esteja preparado para esse tipo de fiscalização. Ainda há muito o que investir em segurança pública para posteriormente dar essa liberdade aos cidadãos em geral.;neutral
Para o porte de armas ser legalizado para pessoas comuns é necessário uma avaliação e acompanhamento psicológico muito rigoroso, visto que é uma ferramenta que pode ser usada para retirar vidas. Além disso, se o porte de armas fosse legalizado, deveriam ter campanhas educacionais sobre o porte legal de armas, dando ênfase nos deveres de quem porta tal objeto além das punições de quem faz o mal uso.;neutral
Concordo com o uso de armas desde que o portador cumpra com alguns requisitos para tê-las. Hoje, independentemente da legalização, quem quer ter armas tem. Tenho que ter o direito de me defender , em caso extremo, se precisar.;for
Porte de arma dá o direito do cidadão de manter sua segurança, porém com suas próprias mãos, isso pode ser algo perigoso com a facilidade de conseguir uma arma, e isso pode causar tragédias se o portador for usá-la para uma má finalidade ou por não saber usá-la, ocorrendo tragédias como o terrorismo ou varias mortes.;neutral
Acho que as pessoas dentro de uma sociedade não tem o treinamento suficiente para usar armas de fogo, consequentemente poderiam usá-la de modo inadequado provocando mais acidentes, aumentando o nível de insegurança.;against
Acredito que os cidadãos comuns brasileiros não deveriam ter o direito do porte de armas. Uma das razões é o estresse. Devido a condição financeira do Brasil esse sintoma é um dos mais identificados na população. Geralmente, causado pela alta dos juros, diminuição da oferta de empregos, assaltos, consumo de bebidas alcoólicas. Todos esses sintomas diminuem a tolerância entre as pessoas. O que acarretaria - caso lhes fossem liberado o porte de armas - impulsos incontroláveis e arrependimentos. Entendo que o porte de armas seria para proteger-se de eventuais circunstancias. Porém, não é isso que acontece, ultimamente a polícia perdeu o respeito e os bandidos têm mais respaldo legais do que o cidadão comum.;against
acredito que o porte de armas é quase impossível de ser instaurado, já que já houve uma política do desarmamento, e com a situação política e econômica atual, acho improvável que um armamento da população seja benéfico;neutral
Temos polícias despreparados utilizando armas e infelizmente ocasionando morte de inocentes colateralmente. Portanto a população brasileira não necessita de mais um problema em mãos (vide recorrentes massacres nos USA);against
Deve ser visto com muito critério. Não é qualquer pessoa que pode usar arma. Uma arma na mão de uma pessoa desequilibrada é um grande perigo, como se vê no noticiário.;for
O Estado demonstra cada vez mais, através das constantes mortes por assaltos (por exemplo), que é incapaz de proteger cidadãos de bem. Vejo portanto, que o cidadão poderia se defender e defender outros cidadãos de uma morte por delinquentes, diminuindo o caos que a insegurança pública revela-nos.;neutral
acho que as pessoas não tem uma avaliação correta sobre certo e errado, e controle sobre suas emoções como atitudes baseadas em impulso. Uma arma de fogo pode fazer com que uma situação já ruim, seja potencializada e culmine em tragédia.;against
Hoje em dia quem tem arma é a polícia e os bandidos (ilegalmente), deixando o cidadão comum sem proteção! A polícia não está 24horas perto de todos para uma possível proteção, sendo que os bandidos podem dentro dessas 24horas atacar alguém com suas armas.;for
"Desarmamento para todo cidadão comum! Porte de armas, indiscriminadamente, só aumentaria a ""falsa sensação de segurança"" que o porte pode trazer e suas eventuais consequências!";against
Se um policial que é treinado para atirar pode “errar” os tiros imagina quem não foi treinado e não tem psicológico para tal? Nem todos sabem ou tem cabeça para portar uma arma, muito menos saber lidar em situações que envolvam uma certa agilidade e rapidez;against
Há estudos comprovando que nos estados dos Estados Unidos que possuem porte de arma, há maior incidência de assassinatos advindos desse objeto. O porte de armas, além de ser perigoso para quem não possui treinamento, é também perigoso para quem possui. Por exemplo, em uma briga com os ânimos exaltados, a pessoa que não possuir controle de si, pode sacar a arma e acabar atirando na outra pessoa;against
Sou da opinião que violência gera violência. Talvez possa parecer conveniente num primeiro momento portar uma arma dado os problemas de segurança que vivemos, mas alguns países mais desenvolvidos já nos provaram que é possível ter mais segurança sem ter mais armas.;against
O uso livre de armas não traria mais segurança aos cidadãos, como afirmam os defensores do porte de armas. A utilização deve ser controlada e, se vemos casos de violência e agressividade no trânsito - as pessoas se transformam ao estarem com carros - imagina com a existência de armas.;against
A arma traz uma grande sensação de poder, a arma torna muito fácil tirar uma vida. Acredito que seja necessário um grande preparo psicológico para alguém usar uma arma, preparo esse que apenas uma minúscula parcela das pessoas tem. Caso fossem liberadas acredito que pequenas coisas como brigas de trânsito, brigas de bar, brigas de casais e etc. poderiam ter fins muito piores. Se aliarmos os fatos de stress momentâneos das situações descritas acima com a facilidade de apertar o gatinho, o Brasil pode se tornar um país muito complicado de se viver.;against
As armas não matam ninguém, pessoas matam pessoas. Ainda não estamos evoluídos suficientemente para que as armas não sejam necessárias e por outro lado não temos como evitar que as armas sejam utilizadas por criminosos. Nesta situação onde injustiças podem ser feitas pelo uso inadequado das armas, prefiro o direito de defesa das pessoas de bem em detrimento ao controle ineficaz do estado.;for
Sou contra o porte de arma, um caso recente que me reforçou tal ideia foi a do adolescente que pegou a arma dos pais para atirar nos demais alunos de sua sala devido ao bullying, além disso há outros documentários sobre o assunto como tiros em Columbine;against
"Desde tempos antigos, o homem como ser razão e emoção tem o direito de se defender, defender sua vida e família. Portanto uma arma seja qual for é necessidade para tal. Óbvio que temos além disso (ter uma arma) recebermos orientação em geral dos riscos e das habilidades necessárias para uso etc. Mas não me parece normal retirar ou desarmar a população e por outro lado manter tais ""armas"" com os delinquentes sociais, devido a facilidade de compra bem como o comércio entre facções criminosas e políticos envolvidos.";for
O porte deveria ser liberado em casos isolados e específicos. Acredito que não é qualquer pessoa que possa ter tal direito, uma vez que seu uso pode acarretar na morte de outra, infringindo, portanto, o direito à vida de outro. Ao meu ver, o direito ao porte da arma deve ser acompanhado com diversos cursos introdutórios, como os de manuseio e transporte, e ser utilizado em casos específicos, como defesa pessoal, defesa de propriedade privada, colecionador e etc.;neutral
A segurança deveria ser liderada pelo Estado e não pelos cidadãos. Nesse sentido não vejo tão útil liberar o porte de armas. E provavelmente levaria a mais violência;against
"Não vejo motivos para que cidadãos comuns tenham direito ao posse de armas, algo que comprovadamente contribui para o aumento da violência urbana, violência doméstica e suicídio. O uso de armas para defesa pessoal, além de trazer uma falsa sensação de segurança e arriscados ""atos de heroísmo"", é menor do que o uso em casos de desequilíbrio emocional.";against
Não apoio o porte de armas pois é perigoso para a sociedade. Com tanta violência presente no país atualmente, qualquer briga rotineira com a presença de armas pode causar a morte.;against
Eu acho que o porte de armas por pessoas comuns deveria ser legal, pois o tráfico de armas infelizmente é comum, então bandidos tem acesso a armas enquanto pessoas normais não têm para pode se proteger.;for
A sociedade não tem capacidade ou preparo psicológico suficiente para andar armada. Isto apenas aumentaria o número de homicídios. O certo seria desarmar bandidos e não armar pessoas comuns;neutral
"Acredito que hoje em dia, pela construção natural e artificial de nossa sociedade, a arma se tornou um instrumento quase incapaz de ser extinto. Para este tipo de sociedade, já é difícil julgar quem deve ou quem não deve portar a arma. Ao mesmo tempo em que o bandido mata, o policial também. Quem deve ser julgado enquanto ""criminoso""? É um assunto muito complexo, pois se nenhuma autoridade ""legal"" possuísse arma, a população seria tomada pela violência de maneira muito rápida. É como um ciclo vicioso, mas mesmo assim optei pelo NÃO ao porte de armas. Pela atual situação em que vivemos, é melhor proibir este instrumento ao ""público-geral"", vulgo cidadão de bem rs";against
Mesmo com o desarmamento notamos que os infratores ainda continuam muito bem armados (e a violência continua alta), em detrimento à população que não possui meios próprios de se defender, dependendo de meios deficitários de segurança providos pelo estado.;for
O porte de armas não diminui a criminalidade e a violência, pelo contrário, aumenta o número de crimes passionais e roubo de armas, que alimentam o crime organizado. Não há dados em nenhum país que comprovem que a legalização do porte de armas foi benéfico, mas pelo contrário, há dados que comprovem que o desarmamento diminuiu os índices de violência, inclusive, um exemplo, pelo fato de que sem cidadãos armados não há porque a polícia ser armada. E com isso, há a formação de polícias comunitárias (como no Canadá ou Japão) que diminuem em muito a violência policial, que é uma parcela significativa dos índices de violência. Portanto, não há como apoiar o porte de armas se a premissa for a diminuição da criminalidade, é uma contradição e não faz sentido se analisado racionalmente.;against
O cidadão comum não está apto para portar armas. Muitos acham que esta seria a solução para acabar com a violência no país, porém tal alternativa só aumentaria o número de morte causadas por armas de fogo.;against
"Apesar de possuir o objetivo de matar ou ferir, a sociedade caminha para um caos compartilhado em que a necessidade de porte de armas de fogo poderia trazer sensação de segurança para o cidadão de bem. Além disto, o porte faria com que as ações dos bandidos fossem mais ""bem pensadas"" ou reduzidas, já que haveria riscos maiores em atos criminosos. Na minha opinião, a permissão do porte deveria ser temporária (até o grande caos ser reduzido), extremamente controlada por análises psicológicas profundas (de alto custo), além de alinhada a uma política de segurança pública de médio e longo prazo.";for
Diante de um país com tantos impasses em segurança pública e com altos índices de mortes, seja por homicídios em suas mais variadas formas, como também e inclusive por tantos mortes denominadas feminicídio, o porte de arma seria mais uma amparado do Estado de continuar com a violência em suas mais variadas formas, seria uma politica de segurança pública controversa com o discurso de “querer” diminuir com a violência, daria mais suporte para que mulheres fossem mortas por seus parceiros, que facilmente possuiria uma arma.;against
Eu sou a favor do porte de arma para qualquer cidadão que faça teste psicológico e curso de tiro, afinal todos merecem se proteger de vagabundos que não trabalham e querem roubar de quem trabalha e paga por seus pertences;for
O cidadão comum deve ter direito a portar uma arma somente quando houverem leis que punam severamente a utilização em situações que não configurem prática esportiva, atividade militar ou de segurança especializada, e legítima defesa, e utilização por pessoas sem treinamento específico.;neutral
A população comum não tem treinamento técnico ou emocional para portar uma arma de fogo. Permitir o acesso a tais armas aumentaria ainda mais o risco de morte de pessoas inocentes.;against
Nem todas as pessoas teriam consciência de usar com sabedoria o direito de portar armas de fogo, por exemplo em caso de defesa pessoal. Acredito que poderia causar um aumento da violência.;against
As pessoas claramente não usarão a arma apenas por questões de segurança. Imagino que com mais armas em mãos erradas, a probabilidade de houver acidentes e crimes são bem maiores;against
Ainda não tenho uma opinião formada sobre o assunto, mas creio que por sermos seres emocionais, acho muito perigoso uma pessoa ter porte de arma sem que seja por trabalho e sem treinamento para controlar as emoções.;against
"O porte de armas não representa nenhuma solução para a violência, o que pode se verificar tanto na teoria quanto na prática (sendo a violência armada nos EUA um enorme problema para aquela própria sociedade). Dar o poder ao cidadão de realizar ""justiça"" não somente não o torna mais seguro como o torna mais perigoso, podendo tomar qualquer conceito de justiça que lhe convenha e utilizá-lo ao seu bel-prazer, isso sem mencionar tiroteios em massa, mais comuns nos EUA (onde o porte é liberado) do que em qualquer outro país no mundo.";against
Gostaria que ninguém tivesse arma é claro. Porém os ladrões no país possuem armas, como cidadão honesto gostaria de possuir uma arma para me defender.;for
"Eu acredito que o porte de armas pode aumentar a criminalidade e atos homicídio, suicídio, morte acidental, tiroteios em massa, etc. Dados evidenciam que a legalização de armas de fogo está diretamente proporcional a maior taxa de homicídios. No Japão, por exemplo, quase extinguiu-se mortes por armas de fogo, enquanto que os Estados Unidos possuem as maiores taxas de ""mass shootings"" e homicídios.";against
"O porte de armas facilitado gera o medo de que pessoas com instabilidades emocionais (patológicas ou não) tenham o poder de incapacitar ou até mesmo matar outra pessoa por motivos menores, como por exemplo em uma briga de trânsito. Acho inválida a justificativa de que haja diminuição da criminalidade se o cidadão possa confrontar o meliante. Ao contrário dos Estados Unidos ou dos países da Europa, cujo conflito armado está fortemente presente em sua história, o Brasil não se encaixa nessa necessidade ""miliciana"" de se ter armas em casa.";neutral
Uma vez que a segurança pública de nosso pais não consegue nos proteger da violência atual, deveríamos ter o direito de nos defender e garantir a proteção dos nossos familiares.;for
O direito de porte de arma ao cidadão comum poderia trazer mais violência para o Brasil o que já é um tema recorrente no cotidiano potencialmente causando mais mortes, mesmo que a arma fosse usado para defesa, é possível que ainda houvesse um aumento na taxa de mortalidade.;against
Restrinjo a minha justificativa para o cenário porte de armas no Brasil. Neste contexto, temos uma grande disparidade cultural, educacional e principalmente uma grande parcela das pessoas com claro exagero no que se diz ao senso para a necessidade de aplicação da violência. Outra grande parcela das pessoas, mesmo com porte legalizado, não encontrará neste meio uma forma de proteção, por questões de habilidade no manuseio, aspectos religiosos, de idade, tampouco conforto com a possibilidade de tirar a vida de outros mesmo em defesa própria. Tais pessoas estarão desprotegidas frente aos demais. É claro que tais afirmações também supõem que as autoridades detentoras do porte de armas teriam o preparo adequado e sabe-se que não é verdade. No entanto são males distintos que deveriam ser tratados com remédios distintos.;against
Creio que não, mas não tenho uma opinião muito bem formada sobre o assunto. Acho que se todo brasileiro tivesse uma arma, ela não seria usada de forma devida, por exemplo uma briga boba de trânsito acabaria em tiro.;against
O desarmamento da população só beneficia os bandidos que continuam tendo acesso a armas. Tornando o porte de armas legal (claro, com certas restrições de idade e pelo menos uma licença de tiro) a população tem o direito de se defender.;neutral
Seguindo o raciocínio de que todo indivíduo tem os três direitos fundamentais supracitados, a este deve ser permitido a defesa de sua propriedade, vida, e se necessário a de seus próximos, para tanto todo indivíduo deve poder portar a todo momento, em sua propriedade os tipos e quantidades de armas que desejar.;for
A segurança da população deve ser uma responsabilidade do governo ou de empresas especializadas no ramo, acredito que liberando o porte de arma, as chances de mais pessoas inocentes morrerem aumenta.;against
"o porte de arma é uma reflexão do precário sistema educacional instaurado no Brasil, conjuntamente com o seu decadente sistema carcerário. o porte de arma está associado ao medo relacionado à ineficiência do controle do governo sobre a impunidade e a ""necessidade"" da justiça pelas próprias mãos.";against
O Brasil é um país complexo e violento, nossos índices por todas as capitais mostram bem isso. A total remoção do direito do porte de armas não é a solução ideal, tal como a total liberação. Portanto, acho que um modelo mais rígido do que de países que possuem tal direito garantido pela constituição, como os Estados Unidos, mas mais flexíveis do que países como o Japão, possa ser uma solução interessante para a realidade brasileira.;neutral
Vivemos numa sociedade bastante violenta e cheia de desequilíbrio emocional e psicológico por todos os lados. Permitir o porte de arma para os cidadãos não resolve nenhum problema, somente adiciona diversas questões.;against
"Um cidadão comum não tem o treinamento necessário para manipular uma arma. Além disso, por mais ""de bem"" que seja uma pessoa, qualquer um é capaz de perder a razão e tirar uma vida. Observando a frequência com que ocorrem tiroteios em massa nos EUA, pode-se perceber que mesmo uma pessoa aparentemente qualificada para possuir uma arma pode fazer algo horrível com ela. Não tem como ter certeza, então é melhor não confiar em ninguém.";against
o cidadão comum não deve ter direito ao porte de arma, pois mesmo que passe por etapas antes de ser liberado provando que tem condições psicológicas de portar a mesma, muitos agirão sem pensar durante o ato em que a arma se faz presente, ou seja, não dá para prever para o que o cidadão portador de arma utilizará a mesma, podendo utiliza-la tanto numa briga de trânsito quanto em caso de legítima defesa.;against
Pessoas em situação de medo ou nervosismo podem utilizar a arma de forma inadequada e querer fazer justiça com as próprias mãos, não sendo apenas um objeto de segurança pessoal, e sim de objeto para tirar a vida das pessoas. Sem contar que facilitaria a ocorrência de novos crimes.;against
O porte de armas de fogo não seria benéfico de maneira alguma, primeiro que as armas de fogo só acarretariam com o aumento da violência e da mortalidade no país. Segundo que as armas de fogo não foram feitas com o intuito de defesa e sim de ataque, então não faz sentido legalizar o uso de utensílios feitos só para praticar uma ação ofensiva para com outro.;against
Acredito que o porte de armas aumentaria o número de casos de violência no trânsito e nas escolas. Na minha opinião, muitas pessoas reagiriam a assaltos, sem qualquer preparo emocional/físico para enfrentar bandidos nas ruas e acabariam causando maiores danos a si mesmas.;against
Entendo que se o cidadão fizer todos os cursos e se mostrar capacitado, ele deve sim ter o direito de se defender. Um malfeitor vai pensar duas vezes em sair assaltando a população sabendo que a mesma pode estar armada.;for
