text;abortion
"Eu acredito que o aborto em si não deva ser liberado para todos os casos. Muito se discute acerca do fato de que o corpo é propriedade da mulher, mas a partir do momento em que se gera uma vida independente dentro de seu ventre, não se trata mais apenas do corpo da mesma, mas sim de duas vidas ""independentes"" porém de certa forma correlatas, e não seria justo retirar a criança sem dar-lhe a chance de uma vida plena. O que eu acredito ser válido é dar a oportunidade destas mulheres doarem seus filhos assim que os mesmos nasçam, caso assim desejem. Não discordei com veemência pois existem casos onde deve ser aceita esta opção, como onde haja o risco de morte para a mãe ou mesmo para o feto, nestes casos creio ser válido o aborto.";neutral
O ser humano precisa lidar com as consequências de seus atos, e a gravidez é uma delas. Sei que há pessoas que farão o aborto mesmo sendo ilegal, mas a legalização seria mais uma banalização de uma vida. Acredito que em casos de estupro, comprovados, deveria ser liberado.;neutral
Eu acredito que as pessoas devem evitar ao máximo o aborto, até para não virar bagunça... Mas considerando que temos casos extremos como estupros, acredito que podemos abrir para o aborto. Também se pensarmos que temos muitas pessoas no mundo e em breve teremos que nos organizar para termos menos pessoas no mundo. Então, acho que devemos legalizar.;for
A gravidez não planejada ocorre principalmente em famílias de baixa renda e de baixa instrução/conhecimento. Se o aborto fosse legalizado diminuiria drasticamente a quantidade de crianças que nasceriam em um lar que não possui a menor capacidade de criar um novo humano. Dessa forma eu creio que inclusive o número de criminosos/espertinhos iria diminuir;for
o Aborto deve ser legalizado somente para casos de estrupo ou nos casos em que o feto tem problemas que podem levá-lo a morte imediatamente após seu nascimento, naqueles casos em que o feto não tem cérebro ou nascerá com morte cerebral. Em quaisquer outros casos o aborto não é legal.;neutral
Aborto não considero questão religiosa. Mas sim, questão de saúde. O Estado prefere milhares de mortes de mulheres em clínicas clandestinas a deixarem-nas abortar. Boa parte das mulheres são pobres, e os filhos que nascem acabam muitas vezes por entrar no caminho da violência quando ficam maiores. Mais abortos, menos violência.;for
Já li alguns estudos que mostram o número de abortos antes e depois da proibição e não há redução significativa nesta quantidade, indicando que não é a maneira mais eficaz de se evitar o ato. Isto ocorre, pois o principal (se não único) motivo de aborto é a gravidez indesejada e a proibição não ajuda a reduzir essa taxa. Além disso, a mulher que sente-se pressionada a abortar procurará outros meios, ilegais, de fazê-lo, correndo risco de morte ou traumas. O ideal é a liberação do aborto com medidas auxiliares que evitem recorrência, acompanhamento médico e psicológico obrigatórios para a mulher que queira antes e depois do processo, e reforçar as campanhas já existentes de métodos anticoncepcionais;for
Legalizar o aborto evitaria a morte e sequelas de mulheres que realizam aborto em péssimas condições, além de trazer economia aos cofres públicos, pois os recursos gastos para tratar as mulheres que realizam procedimentos clandestinos são muito superiores do que os gastos para realizar um procedimento seguro, para os casos de estupro.;for
Pode parecer bonita a bandeira de apoio à vida quando se é contra ao aborto, mas e o direito de escolha da mulher? A legalização do aborto diminuiria os casos de óbitos de mulheres em clinicas clandestinas, quem sabe não diminuiria também o número de crianças abandonadas pela mãe e pela sociedade que tanto defendeu seu nascimento, mas se esqueceu de defendê-la após o nascimento.;for
Não possuo conhecimento o bastante, mas creio que a vida não deve ser atacada. A questão é o ponto no qual a vida, objetivamente, surge, o que é uma discussão científica em boa parte.;neutral
Concordo em parte com a legalização do aborto pois da mesma forma que criamos uma oportunidade para uma mãe poder interromper uma gravidez indesejada criamos também precedentes para uma pressão social para que a mulher não tenha seu filho, quero dizer, uma jovem de periferia poderia sofrer pressão da família para abortar mesmo que ela não queira abortar. Dessa forma tendo a consentir com a legalização do aborto mas tenho cautela quanto a possíveis efeitos negativos que essa decisão pode gerar.;neutral
Acredito que depende da situação. Em situações de descuido dos próprios pais, é uma situação complicada, pois envolve a geração de uma nova vida, e a interrupção desse processo. Porém, em casos de estupro, a situação é muito mais complicada, porque envolve um possível trauma da vítima. É possível que, ao olhar para a criança, a mãe que sofrera estupro se lembre constantemente do abuso, sendo psicologicamente prejudicial à vítima.;neutral
O aborto é uma questão de saúde pública, onde muitas mulheres morrem por não ter acesso a meios de realizar o aborto. Também há evidencias de que até a 12ª semana o feto não tem sistema nervoso desenvolvido;for
Não sou a favor do aborto caso esteja ligado a motivos completamente fúteis, tais como: irresponsabilidade de não usar preservativo é abordar uma vida simplesmente por não querer a mesma! Agora, caso seja em caso de estupro, sou a favor do aborto sim! Uma criança indesejável na vida de uma mulher pode acarretar problemas psicológicos tanto para a mãe quanto para a criança.;for
Sou pela legalização do aborto desde moça. Principalmente no Brasil, a mulher não tem condições de ter o número de filhos que quiser. Há muita gravidez indesejada e acho um absurdo a pessoa ainda poder responder criminalmente por isso.;for
"Para mim o aborto é um crime. O feto, por menor que seja e por menor período que esteja vivo é um ser vivo que deve ter sua vida respeitada. Só acho possível a realização do aborto quando a vida da mãe estiver em risco ou quando for resultado de um estupro comprovado. Nesse caso, o ""crime"" do aborto seria justificado por um outro crime ter sido previamente realizado";against
Outro ponto que permeia a liberdade individual, é o estado dizendo o que deve ou não ser feito. Também, é uma questão de saúde pública, já que a mulher que quiser abortar irá abortar independente de ser legal ou não. Logo, porque não legalizar o aborto e promover medidas para desestimular essa prática? Porque não instituir aulas de educação sexual nas escolas para que as crianças possam ser orientadas corretamente?;for
A mulher é dona de seu corpo. Gravidez indesejada coloca em risco a vida de mulheres, com abortos clandestinos, boa parte tb. decorrentes de estupros ou omissão do parceiro.;for
Nunca pensei a fundo sobre isso, porém acredito que se os tutores de uma criança não tem condições de dar uma vida descente à ela, eles devem possuir a escolha de tê-la ou não.;neutral
A justificativa para a legalização do aborto é de acordo com o fato de quem é responsável por gerar, alimentar e em muitos casos criar é a mãe, e por conta disso, ela deveria ter plena responsabilidade de escolher ter ou não.;for
Esse assunto é cercado de tabus e carregado de entendimentos culturais. Para mim, de forma prática, vivemos em um estado laico, onde as mulheres devem ter o direito de decidir sobre a vida e o futuro delas, inserindo-se nesse ponto a gestação. Ademais, acredito que quem tem a intenção de abortar, o fará, sendo legalizado ou não, o problema é que a mulher correrá maiores riscos realizando o procedimento de maneira ilegal. Por fim, no Brasil já é permitido o aborto de relações fruto de estupro ou, de bebês anencefálicos. Se formos pensar pelo lado religioso, já existe vida/alma nestes bebês também, então porque seria viável o aborto nestes casos? A provisão de aborto legal e seguro é essencial para a saúde sexual e reprodutiva de todas as mulheres.;for
Eu acredito que a mulher tem o direito de fazer o que achar melhor para o bem estar dela e, possivelmente, para poupar sofrimento do bebê. Se ela está em uma gravidez de risco, ou não tem condições de cuidar de uma criança que virá a nascer, ou se o bebê que irá nascer terá problemas para sobreviver, dentre outras razões. Entretanto, se a mulher engravidou mas tem todas as condições para cuidar do bebê que será saudável, eu não recomendaria que ela abortasse, mas não impediria ela também.;for
É um tema realmente bastante polêmico, é necessário analisar em que circunstâncias o aborto é necessário e os motivos a levar uma pessoa a querer abortar uma vida. Sou a favor no caso da legalização do aborto no caso violência sexual/estupro como a legislação atual.;neutral
Embora seja necessário em muitos casos (estupro, gravidez de risco e anencefalia, tal como previsto em lei), não é uma postura a qual me coloco favorável em casos banais.;neutral
Sou a favor da legalização do aborto porque muitas jovens e até crianças são vítimas de estupro, pedofilia e tantas outras perversões que não têm estabilidade psicológica para criar um filho de seu agressor. Ou em caso de risco de vida. Essas são minhas colocações sobre o tema.;for
"O aborto consiste em ação contra a vida de indivíduo indefeso. Isto se chama assassinato. É mais latente esta interpretação nos casos onde o aborto é defendido como simples ""opção"" e direito para as mães/pais de decidirem sobre a vida do filho, mesmo em casos indesejados, como estupro. Existem argumentações acerca de diversas situações  como ""ou salva a criança ou a mãe"" , que ao meu ver todos priorizam o direito à vida *somente* do mais forte. Não existe maturidade na humanidade para garantir que a justiça ocorra na decisão entre ""quem tem o direito à vida"". O foco deve estar em proteger as vidas e aperfeiçoar os meios que levam a este fim.";against
Pesquisas científicas indicam que durante as primeiras semanas de vida o feto ainda não adquiriu consciência portanto, a realização de aborto nestes casos não deveria ser crime.;for
O aborto deveria ser legalizado porque não vale a pena ter um bebê se a pessoa não tem condição financeira ou ela não quis ter a criança. A não liberação pode causar problemas sociais quando a criança não recebe os cuidados que devem receber.;for
Da mesma forma que expliquei anteriormente, todos têm o livre arbítrio de decidir por si, desde que não interfira também nos direitos de liberdade de outra pessoa. Nesse caso, depende do momento que consideramos o que é concepção de vida e a partir de quando consideramos o feto uma vida. Até o momento que a concepção não for considerada vida, é aceitável o aborto, caso contrário não.;for
O ser humano deve ter o direito de continuar com um gravidez ou abortá-la caso queira não importando qual seja a razão do aborto. O direito de decisão deve vir de quem carrega no ventre o feto.;for
O aborto deve ser legalizado pelo fato de que muitas mulheres pobres o fazem clandestinamente e acabam morrendo. Mulheres que possuem maior poder aquisitivo fazem no exterior ou com médicos de sua confiança.;for
A decisão sobre poder ou não abortar compete ao indivíduo. Querer proibir isso é querer impor suas ideias à outras pessoas. Mas antes de permitir indiscriminadamente seria obrigatório a conscientização sobre a escolha tomada.;for
O aborto já é uma prática comum na nossa sociedade, a proibição de tal gera apenas um risco maior para quem opta por executá-lo. A legalização do aborto permitiria que o estado oferecesse apoio a mulheres que estivessem cogitando o aborto seja lá por qual motivo.;for
Todos têm o direito á vida. Mas enquanto a gestação encontra-se no período inicial, onde o feto ainda está na fase embrionária, a mãe deveria ter o direito de escolher entre continuar, ou não, com a gestação de um futuro ser.;for
A complexidade do aborto implica em consequências à mãe, ao pai e à sociedade no geral. À mãe, implica em sua vontade de querer levar a diante a gestação, entretanto não pode ser uma decisão individual da mulher, uma vez que o feto é também de interesse ao pai. Desse modo, o estatuto do aborto atualmente vigente não deveria ser alterado para casos indiscriminados.;for
Enquanto o feto não tem um sistema nervoso desenvolvido e não sente praticamente nada, ele não é alguém. Isso pode parecer frio, mas analisando de um ponto sem base alguma religiosa, é um fato. O aborto em si é apenas a retirada de um amontoado de células. Um dos pontos mais abordados por indivíduos que criticam o aborto, é que ele começaria a ser praticado em todos os lugares e por todas as mulheres. Isso é uma acusação banal sem argumentos. Mesmo legalizado, o aborto seria uma decisão extremamente difícil para a mulher. Em países onde é legalizado, o aborto é acompanhado de psicólogos e é fornecido um tempo antes do aborto para a mulher mudar de decisão, caso opte por não abortar. Resumindo, as decisões do aborto deveriam ter uma participação maior das mulheres, pois são elas que abortam, não homens.;for
A legalização do aborto é necessária para se estabelecer os casos em que este ato extremado pode ser utilizado ou não. Assim sendo, o aborto não pode nem deve ser usado como método contraceptivo. Por outro lado, casos de força maior, como a morte do feto, devem estar regimentados, de modo a proteger a vida em seu sentido mais amplo.;for
"Essa é uma questão delicada, acho que no formulário deveria ter uma resposta ""Não gostaria de opinar"" ou ""Incapaz de opinar"". Mas justificando, em alguns casos o bebê pode não ser desejado, como em casos de estupro em que não há consentimento da vítima. Mas na maioria dos casos, o bebê é algo que toda mulher gostaria de ter. Como disse anteriormente, é um tema delicado.";against
Esse tema deve ser tratado sob a ótica de saúde pública. Aborto clandestinos acontecem e matam mulheres que não tem condições de pagar por esse procedimento em clínicas;for
Se tivéssemos uma Educação excelente, sem violência, principalmente, do homem contra a mulher, eu seria totalmente contra o aborto. Mas no mundo em que vivemos, talvez seja necessária a legalização acompanhada de uma política voltada para o social.;neutral
As mulheres devem ter o direito de tomar toda e qualquer decisão sobre seus corpos. O Estado não tem o direito de intervir em decisões pessoais de qualquer cidadão pagador de impostos;for
Acredito que deva haver a legalização do aborto sim. Por diversos fatores, desde a pobreza (por não haver estrutura financeira para sustentar o bebê) até casos de estupro (que pode vir a lembrar constantemente de seu abusador). Resumidamente, creio que a mulher deva escolher o aborto ou não, decidindo o que é melhor para si e para o bebê.;for
Ter, criar, sustentar um filho é uma responsabilidade muito grande, tanto financeira quanto emocional. Um casal pode se apressar nessa decisão, ou até mesmo não se prevenir. Uma criança solta nesse mundo sozinha sem o apoio total dos pais, na minha opinião é pior do que um aborto.;for
A mulher tem direito sob o seu corpo e é ela que deve escolher o que acontece com ele. Não uma centena de homens. O corpo envolvido é o único que deve estar na discussão e ser votado.;for
Ao permitir que uma criança seja morta no ventre de sua mãe, estamos também destruindo o próprio direto à vida que todos nós possuímos, é simplesmente o corpo da mulher é dela, porem considero que o aborto é a última opção a ser feita pois toda vida merece ser respeitada. Então quem decidiu ir pelo aborto é porque é sua última opção e não precisa ser esquecida por isso. É imoral destruir uma vida inocente por qualquer motivo que seja. É inadmissível que nos dias atuais essa barbárie esteja novamente em voga, algo que foi repudiado até mesmo pelos antigos. O aborto é retrocesso, é o abraçar de uma mentalidade pagã e/ou materialista que passa a ver o ser humano como conjunto de elementos materiais cujo valor não ultrapassa o de uma pedra no sapato de alguém. É a falta de amor suprema, o aborto é o egoísmo em sua forma mais evidente, é a religião do ego, que exige até mesmo sacrifícios de vidas humanas. Se um bebê no ventre de sua mãe não tem direito à vida, então ninguém o tem.;against
Não sou a favor da legalização do aborto, porquê vejo que será banalizado, e por qualquer motivo a mãe realizará o aborto, sem dar a chance aquela vida que está sendo gerada. Sou a favor quando é um estrupo, uma doença do qual o feto não terá chances de sobrevivência, fora isso não.;against
Minha opinião em relação a legalização do aborto é justificável pois diminuiriam o número de mulheres que vão a óbito ou ficam inférteis devido à procura de locais não capacitados que realizam tais procedimentos;for
O aborto deveria ser legalizado, pois evitaria que crianças sem a menor condição de serem mantidas por seus pais sofressem em uma sociedade sem nenhum tipo de suporte financeiro, moral e educacional. Além disso, cada pessoa é dono de seu corpo e deve fazer aquilo que achar melhor com o mesmo.;for
Não tenho opinião formada sobre o assunto. Não tenho opinião formada sobre o assunto. Não tenho opinião formada sobre o assunto. Não tenho opinião formada sobre o assunto.;neutral
Eu acho que o aborto deveria ser legalizado, pois acho que a mulher deveria poder controlar o que faz com o corpo, e se julga não ser capaz de cuidar da criança, um aborto poderia evitar um abandono, além de que não sendo legalizado, muitas mulheres ainda sim realizam o aborto de formas que podem levar a vida delas em risco também.;for
Sou à favor do aborto para casos em que o bebê tem problemas sérios que o tornarão incompatível com a vida fora do útero (anencefalia, por exemplo). Sou contrário ao aborto por conveniência, quando a pessoa não quer o bebê. Para estes casos, deve-se intensificar as campanhas de prevenção à gravidez indesejada. O SUS já disponibiliza diversos métodos anticoncepcionais gratuitamente, cabe ao governos divulgar isso de forma mais enfática.;for
A mulher é dona do próprio corpo, não um médico, uma mãe, um marido ou um estuprador. Os direitos sobre seu próprio corpo (e sobre sua própria vida) pertencem exclusivamente a ela. Não reconhecer isso é machista e retrógrado.;for
Minha posição contrária a legalização do aborto se fundamenta na valorização de cada vida, a qual deveria ser o fator principal para decisões de caráter moral. Porém, também acho injusto existirem leis que não permitam o aborto e ao mesmo tempo não forneçam apoio necessário para as mães que não tiveram o bebê de forma desejada, principalmente em casos de estupro.;against
Existem algumas situações em que o aborto se torna necessário e deve ser escolha exclusiva da mãe. De forma controlada com o acompanhamento de psicólogos para ajudar na decisão finais destas mães o aborto poderia ser legalizado.;for
O aborto só deveria ser permitido em casos extremos (estupro, risco de vida para a mãe, feto sem chances de sobrevivência e alguns outros). Permitir o aborto indiscriminado é violar o direito à vida do feto, em casos diferentes dos anteriores, uma mãe que não quiser criar seu filho deve o entregar para adoção.;against
Legalização do aborto é questão de saúde pública. Mulheres abortam independente da questão ser legal ou não. Legalizar apenas garantirá que mulheres (principalmente periféricas) não morram durante procedimentos realizados de forma clandestina.;for
O aborto pode ocorrer por vários motivos, e entre eles, o estupro. Uma mulher tem total direito de poder fazer o que quiser com o seu corpo desde que não ofenda a outro alguém, independente de religião ou crença.;for
A minha religião tem um posicionamento claro em relação a proibição do aborto. Porém acredito que as pessoas podem ter religião diferente da minha e motivos que justifiquem esta decisão extrema. Não se trata de uma contradição entre minha religião e minha opinião, se trata do respeito da pluralidade religiosa e da crença do direito das pessoas decidirem sobre suas próprias vidas.;for
A legalização do aborto passa por questões de autonomia feminina sobre o próprio corpo. Poder escolher se quer ou não continuar com uma gravidez é um direito que precisa ser dado as mulheres, pois ninguém além delas mesmas sabem o quanto uma gravidez gera impactos, tanto físicos, como sociais e psicológicos. Para que o aborto seja legalizado, precisa-se pensar na não romantização da maternidade. Só assim as pessoas entenderão de que se trata de uma problemática de saúde pública.;for
Acredito que a vida seja gerada desde a concepção no ventre materno, logo tirar seu direito de continuar sua formação biológica seja crime do mesmo jeito que um homicídio. No entanto, ainda tenho minhas dúvidas para casos que envolvam o risco de morte para as mães.;against
Acredito que cada cidadão tem o direito de determinar como quer levar a própria vida e o que fazer com ela, porém abortar envolve, na minha concepção, o fim de uma vida inocente, que não escolheu chegar na hora e no momento que aconteceu. Além disso, atualmente, os métodos anticoncepcionais estão muito mais acessíveis. As únicas exceções, na minha opinião, são gestações fruto de violência sexual e doenças graves que põem em risco a vida da mãe e/ou da criança ou que comprometam totalmente a qualidade e a independência da futura pessoa.;neutral
A Lei hoje já garante aborto em alguns casos extremos, como gravidez proveniente de estupro, risco para a mãe, etc.. sou totalmente a favor, nesses casos. Mas não se vê a Lei sendo aplicada assim, infelizmente - é preciso melhorar isso. Há também a necessidade de maiores estudos sobre o momento em que há vida no feto - antes desse momento, tendo a ser a favor do aborto também.;for
Todo indivíduo é dono de seu corpo, no entanto, um dilema ético é gerado na questão do aborto, uma vez que não é eticamente correto sobrepor o direito de mãe ou criança de não ter seus corpos violados sem seu consentimento(apoiado no direito a propriedade que inclui a de seu corpo). Soma-se a isso o fato de que do ponto de vista biológico, toda célula é viva, sendo os gametas celular reprodutivas estas estão portanto vivas, ao se unirem e formarem um zigoto 2n=46, que configura uma célula humana, este já pode ser dito um humano, e portanto o aborto configura homicídio.;against
Abominável!!! Mas têm casos e casos! Pessoas estupradas devem ter o direito de querer tirar.. pois o psicológico da mãe e do próprio filho se nascer vai ser um tanto abalado! E a criança não terá uma vida digna!;against
As mulheres que buscam o aborto são pessoas que no geral não tem condições de sustentar um gravidez e cuidar de uma criança. A gravidez indesejada e concluída tem um impacto enorme na vida da mulher e da criança, que provavelmente será mal tratada e em muitas vezes e cooptada pelo crime e pelas drogas. Além disso, as mulheres deveriam ter o direito de decidir sobre os riscos por quais ela passará sustentando uma gestação.;for
O aborto é polêmico, pois, na minha opinião, ele deveria ser necessário no caso da pessoa não ter a condição necessária para prover o bebê de todas as suas necessidades, por exemplo, em caso de estupro ou abandono do pai, a mãe teria dificuldades de cuidar do filho por motivos psicológicos, por dificuldade de interagir com a criança.;neutral
Se a mulher quer abortar, ele deve ter o direito de poder fazer isso da maneira mais segura possível. Se um homem não quer ter um filho, ele pode apenas pagar pensão alimentícia por 18/20 anos e se manter totalmente ausente da vida do filho, como se ele nunca existisse antes mesmo dele não existir (não ter nascido ainda). Uma mãe que não quer o filho tem que esperar e sofrer por 8/9 meses pra depois largar o bebê em qualquer canto ou com algum familiar e talvez sofrer represália por isso. Não é só quem não se protegeu que fica grávida, estudei com uma menina que tomava pílula e o namorado usava camisinha e mesmo assim ela engravidou e teve a criança. Ela tentou abortar mas não conseguiu e não quis tentar de novo por medo de morrer. A criança é cuidada pela mãe praticamente. O pai nem aí, a mãe bem pouco aí. Não seria melhor ela ter abortado em vez de ter uma criança que não recebe amor dos pais?!;for
Eu considero que o ideal seja evitar, mas isso nem sempre é feito. O aborto acontece de forma clandestina e isso causa mais problemas na saúde pública. E há muitos casos que as famílias de baixa renda por exemplo nem tem como oferecer boas condições de vida para os numerosos filhos que têm. Penso que há muitas crianças de gravidez indesejadas que estão vivendo em situação de risco hoje.;for
não sei muito bem opinar sobre este assunto. eu não ligo muito para isso pois penso que se for para dar à luz a uma criança que vai ter uma educação ruim uma vida ruim no meio de coisas ruins eu já não gostaria que a criança tivesse sido feita, o feto não tem culpa da irresponsabilidades dos outros, certamente não merece sofrer pelo erro de terceiros;neutral
O aborto é um tema muito polêmico, é difícil concordar ou discordar sobre o tema, acredito que em casos de violência sexual o aborto deveria ser legalizado.;for
Não sou a favor do aborto como forma deliberada de controle da natalidade. Contudo, como mulher, psicóloga e profissional da educação e da saúde, não posso simplesmente julgar o aborto com olhos religiosos ou morais sem observar de que se trata de uma questão de saúde. Mulheres são violentadas todos os dias, a cada minuto: fisicamente, moralmente, psicologicamente, etc. Se apropriar do corpo feminino e decidir por uma mulher é reproduzir mais uma violência.;for
Legalizar o aborto é uma questão de saúde pública, levando em consideração que há abortos independentemente da sua legalização, legalizando-o além de criar um mercado especializado para uma necessidade da população, promovemos uma maneira segura de tratar com a gravidez indesejada.;for
"Aborto é uma discussão polêmica justamente por questão da religião ""apenas Deus deveria tirar vidas"". Como não sou religioso, não iriei entrar nessa discussão, até porque, na minha visão, aborto é uma questão muito maior que isso.  Também ignorarei as questões machistas, como ""Se não quisesse engravidar era só não ter sido vadia"" ou ""pediu para ser estuprada, bem feito em ter um bebe"", visto que esses argumentos são sem sentidos, irracionais e remetem a outros problemas além de aborto .  Um dos principais argumentos contra o aborto é de que sua legalização acarretaria em um incentivo dele acontecer. Porém, aborto não é contraceptivo, dificilmente as pessoas iriam acreditar que é mais fácil abortar, uma operação cirúrgica, do que utilizar métodos seguros de anticoncepcional.  Além disso, o aborto já acontece, para quem tem dinheiro ele é feito de maneira segura, para quem não tem é feito arriscando a própria vida.  Outro argumento contra o aborto é de que vidas são salvas quando bebês não são abortados. Supondo que as pessoas que engravidaram e não desejam seus filhos não abortassem, elas seriam obrigadas a criar esses bebês, ou levariam para adoção ou jogariam o bebê no rio, caçamba de lixo. Portanto, de fato a criança estaria viva, porém ela já nasceria indesejada, será que ela de fato viveria uma vida adequada? será que é melhor nascer indesejado do que ""morrer"" quando é um embrião? será que é melhor ficar em uma creche adotiva e esperar alguém vir para possivelmente te dar uma vida melhor?";for
O aborto só pode ser permitido em casos de estupro, e o aborto fora dessa ocasião não pode ser permitido, pois se o pai, que engravidou a mulher, quer ter um filho, a vontade dele também é relevante pois o filho não é apenas da mãe.;neutral
O aborto deveria ser legalizado porque há casos de mulheres que não possuem condições financeiras de criar e cuidar desses futuros filhos. Com a não legalização do aborto, muitas mulheres recorrem à abortos clandestinos e morrem no processo ou acabam abandonando ou deixando seus filhos em orfanatos, aumentando ainda mais o número de crianças para serem adotadas.;for
Esta questão sou bem neutro e não tenho uma opinião extremamente formada, entendo o lado do aborto, principalmente aquele que se não ocorrer coloca em risco a vida da mãe, e também compreendo que a futura mãe está querendo eliminar uma vida da face da terra com sua decisão então eu me mantenho neutro neste assunto.;neutral
A mulher tem o direito de fazer o que quiser com seu corpo, em caso de estupro ou de gravidez indesejada, prejudica o desenvolvimento dos pais e da própria criança que vem a nascer.;for
Creio que é possível ele ser legalizado sim, contanto que haja um acompanhamento psicológico para a mãe pra ver se é isso mesmo que ela quer e, claro, se tiver certeza que aquele feto não formou atividade cerebral ainda.;neutral
Esse é um tema que eu não tenho completa convicção do certo ou errado, mas em casos extremos como estupro, creio que deveria ser lei a mulher ter a escolha se deveria ou não abortar, em outros casos como por gravidez por descuido, isso seria uma consequência do descuido.;neutral
Mesma resposta da primeira pergunta, a pessoa pode estar passando por problemas econômicos, psicológicos ou até mesmo ter sido vítima de abuso sexual. Não faz sentido opinarmos sobre as ações da pessoa.;for
Devemos considerar a gravidez como uma vida a ser respeitada, salvo situações onde a mãe possa optar pela interrupção em casos extremos e especiais .;against
Sou totalmente a favor da vida, a criança não deve ser punida com este crime caso a mãe não queira a criança, independente do motivo, pode encaminhar para adoção.;against
O aborto poderia ser permitido apenas se fosse comprovado, de alguma forma, o abuso ou estupro da mulher. Caso contrário, com abortos liberados a disseminação de doenças sexualmente transmissíveis seria potencializado, pois acredito que o uso de preservativos esteja mais ligado à prevenção de gravidez do que de doenças.;against
A legalização do aborto pode ser uma medida efetiva para controlar maternidade entre as adolescentes, que muitas vezes são abandonadas à própria sorte com seus filhos, além de outras situações em que a gestação e possível criança não seriam recebidas da melhor maneira possível. Entretanto, ao olharmos pelo lado de que o aborto é o fim de uma vida que já começou, de uma pessoa que poderia se desenvolver, é necessário se pensar na ética desta prática.;neutral
Algo pessoal, porém sistema de saúde falido. Não se tem uma política pública eficiente para prevenção e remediação. A intervenção estatal deveria ser mínima pois vai da consciência de cada um .entretanto o estado deveria ter um suporte sob vários aspectos a essas pessoas;neutral
Penso que o aborto deveria ser legalizado desde que houvesse estrutura e apoio médico do estado, que seja clínico e psicológico para a mulher, para que seja realizado de maneira segura e legal. A decisão de abortar é subjetiva. Logo, as consequências morais, religiosas e sociais cabe subjetivamente a mulher que optou por essa decisão;neutral
Sem entrar no mérito de se feto é ou não uma vida, o aborto deveria ser tratado como questão de saúde pública no Brasil, isto é, o Estado Brasileiro deveria garantir a possibilidade de um aborto com acompanhamento médico.;for
Acho que em alguns casos ela é aceitável: estupro, risco para a mãe ou para o feto e assim por diante. Abortar por motivos fúteis, creio que deveria ser proibido.;neutral
Todos devem ter a liberdade de ter ou não filhos. O aborto de um feto indesejado pode evitar que um filho seja exposto a situações em que não há condições dignas de criação. A proibição legal do aborto não impede com que se realize abortos clandestinos (muitas vezes precários), fazendo com as mulheres sejam expostas a morbimortalidades evitáveis.;for
Creio que o maior direito de um ser humano é o direito à vida, o que torna o aborto um crime por si só. Além disso, existem casos nos quais a mãe também morre na mesa de cirurgia, agravando a perda de vidas através deste procedimento.;against
"Acredito que a mulher tem o direito de fazer o que bem entende com o seu corpo, mas também penso que o feto tem direito à vida. Nesse assunto, tendo a ficar mais ""no muro"", exceto em casos de violência sexual.";neutral
O aborto relaciona-se, sobretudo com saúde publica, não sendo apenas um ponto de gostar ou não gostar, trata-se de questões sociais, éticas e religiosas, que a partir de preconceitos impede a mulher de tomar sua própria decisão, visando não apenas valores morais e éticos, mas suas vontades, o que será melhor a sua vida a partir daquele momento. Numa sociedade machista e patriarcal, a mulher é criticada em diversas circunstâncias, se engravida cedo, se é mãe solo, e se decide abortar, ficando assim a mercê da opinião da sociedade, passando uma vida se escondendo e sofrendo com as opiniões, julgamentos e críticas. Sem contar, que a questão financeira é extremamente presente, uma mulher de classe média poderá abortar nas melhores clínicas, com ótimos profissionais e com todos cuidados precisos, enquanto uma mulher de periferia, principalmente mulheres negras, sofreram com procedimentos insalubres, enfrentando os piores procedimentos possíveis, correndo até risco de vida. Portanto, o aborto, legal ou ilegal, continua ocorrendo, a grande questão é quem tem acesso, mostrando ser uma decisão totalmente racista e classista.  ;for
Talvez não por situações econômicas, mas por condições médicas tanto do bebê quanto da mãe, o aborto poderia ser legalizado. Existe também a questão da gestão por consequência de crime de estupro onde esse procedimento também poderia ser considerado...;for
"Acredito que deveria ser legalizado, mas conscientizando as pessoas que não é simplesmente engravidou aborta e ""se livra do problema"" (para os casos de gravidez acidental), bem como regulamentar e fiscalizar os locais com permissão para esse tipo de prática.";for
só Deus tem o direito de dar a vida e de tirar, existem muitos métodos contraceptivos para evitar um filho indesejado, portanto quem não quiser ter filho deve se proteger;against
Antes de vir a ser uma pessoa, a decisão de ter ou não a criança é dos pais. Além dos casos de estupro, onde a vítima engravida e deve ter o direito de decidir se quer ou não ter a criança, já que não foi escolha da mesma.;for
A decisão que uma mulher toma sobre seu corpo deveria ter totalmente dela e de mais ninguém. Ninguém deveria tomar decisões sobre um ocorrido que somente a mulher gravida passou.;for
A gravidez indesejada acontece com muitas mulheres devido a vários tipos de causas, como falta de prevenção dela ou do companheiro, falta de acesso à educação sexual, falha de métodos de prevenção ou até mesmo estupro. Visto que uma grande parcela dessas mulheres quando fica grávida ainda não possui estrutura familiar e nem renda suficiente para criar um filho, é natural imaginar que essa família terá uma alta chance de ter problemas futuros e não conseguir dar uma boa educação para a criança. Por esse motivo, legalizar o aborto, poderá fazer com que se evite uma série de problemas sociais.;for
Acredito que exista pessoas sem condições nenhuma financeira ou psicológica de criar um filho, portanto deveriam ter a opção de aborto , claro que deveria ter um acompanhamento médico e psicológico para essa ação não cair na marginalização;for
A partir do momento que a pessoa escolher ter relações sexuais ela sabe as consequências que isso pode ter, únicos casos em que o aborto deve ser legalizado é quando a mulher não teve essa escolha(estupro);against
